Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.16,465.44,3/23/2019,19:16,Ewallet,443.28,4.761904762,22.164,4.4
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.80,3,13.02,273.42,1/28/2019,16:47,Ewallet,260.4,4.761904762,13.02,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.49,472.31,2/9/2019,10:00,Cash,449.82,4.761904762,22.491,5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.39,323.15,1/23/2019,11:51,Cash,307.76,4.761904762,15.388,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.50,10,7.75,162.75,3/23/2019,10:55,Ewallet,155,4.761904762,7.75,8
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.72,288.20,1/25/2019,15:00,Ewallet,274.48,4.761904762,13.724,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.32,90.70,3/4/2019,11:19,Credit card,86.38,4.761904762,4.319,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.71,56.95,3/5/2019,19:46,Ewallet,54.24,4.761904762,2.712,8
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.80,793.72,3/3/2019,19:00,Ewallet,755.92,4.761904762,37.796,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.29,195.17,2/8/2019,10:53,Cash,185.88,4.761904762,9.294,7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.70,77.77,2/10/2019,12:50,Ewallet,74.07,4.761904762,3.7035,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.96,293.20,1/28/2019,20:50,Credit card,279.24,4.761904762,13.962,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.56,242.68,2/11/2019,10:39,Credit card,231.12,4.761904762,11.556,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.39,1/15/2019,13:41,Ewallet,147.04,4.761904762,7.352,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.80,9,39.51,829.71,3/16/2019,19:08,Cash,790.2,4.761904762,39.51,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23,Ewallet,102.2,4.761904762,5.11,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.18,171.73,3/19/2019,11:30,Credit card,163.55,4.761904762,8.1775,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.71,78.00,1/13/2019,19:30,Cash,74.29,4.761904762,3.7145,5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.70,2,4.37,91.77,3/26/2019,18:03,Cash,87.4,4.761904762,4.37,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.26,26.55,3/23/2019,10:13,Ewallet,25.29,4.761904762,1.2645,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.50,4,8.30,174.30,3/12/2019,19:58,Credit card,166,4.761904762,8.3,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.85,374.80,2/17/2019,19:57,Credit card,356.95,4.761904762,17.8475,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.75,120.65,1/29/2019,10:01,Credit card,114.9,4.761904762,5.745,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.50,241.46,3/15/2019,11:57,Cash,229.96,4.761904762,11.498,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.36,1/14/2019,10:02,Cash,429.87,4.761904762,21.4935,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.90,10,12.95,271.95,2/6/2019,14:51,Ewallet,259,4.761904762,12.95,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.44,93.29,2/15/2019,12:42,Credit card,88.85,4.761904762,4.4425,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.36,217.63,1/3/2019,12:02,Ewallet,207.27,4.761904762,10.3635,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.99,629.84,1/4/2019,18:19,Credit card,599.85,4.761904762,29.9925,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.27,299.57,3/18/2019,17:38,Ewallet,285.3,4.761904762,14.265,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.56,95.67,3/28/2019,13:41,Ewallet,91.11,4.761904762,4.5555,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.88,942.45,3/2/2019,19:42,Credit card,897.57,4.761904762,44.8785,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.80,247.87,1/25/2019,20:24,Ewallet,236.07,4.761904762,11.8035,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.31,1/16/2019,18:08,Cash,839.34,4.761904762,41.967,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,461.8,4.761904762,23.09,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.96,146.22,1/4/2019,13:24,Credit card,139.26,4.761904762,6.963,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.36,217.63,3/11/2019,15:53,Cash,207.27,4.761904762,10.3635,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.91,19.19,3/22/2019,15:05,Credit card,18.28,4.761904762,0.914,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.19,130.04,3/24/2019,18:27,Cash,123.85,4.761904762,6.1925,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.20,298.12,2/21/2019,16:55,Cash,283.92,4.761904762,14.196,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.95,796.91,2/12/2019,12:58,Ewallet,758.96,4.761904762,37.948,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.60,180.62,3/10/2019,18:59,Credit card,172.02,4.761904762,8.601,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.61,285.71,1/31/2019,13:44,Ewallet,272.1,4.761904762,13.605,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.73,456.29,3/6/2019,13:46,Ewallet,434.56,4.761904762,21.728,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.95,62.00,2/17/2019,18:06,Cash,59.05,4.761904762,2.9525,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.63,13.17,2/21/2019,12:38,Cash,12.54,4.761904762,0.627,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.33,90.83,3/20/2019,15:56,Cash,86.5,4.761904762,4.325,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.72,183.04,1/11/2019,14:29,Credit card,174.32,4.761904762,8.716,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.22,655.55,1/26/2019,19:14,Ewallet,624.33,4.761904762,31.2165,4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.41,155.65,1/31/2019,16:24,Ewallet,148.24,4.761904762,7.412,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.70,6,27.21,571.41,2/26/2019,10:52,Cash,544.2,4.761904762,27.21,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.37,532.73,3/11/2019,12:55,Ewallet,507.36,4.761904762,25.368,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.14,170.88,1/26/2019,19:28,Cash,162.74,4.761904762,8.137,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.59,33.36,3/12/2019,13:52,Credit card,31.77,4.761904762,1.5885,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.84,794.65,2/11/2019,10:54,Cash,756.81,4.761904762,37.8405,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.76,310.04,2/21/2019,18:31,Cash,295.28,4.761904762,14.764,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,519.4,4.761904762,25.97,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.31,195.59,1/20/2019,18:09,Ewallet,186.28,4.761904762,9.314,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.35,91.40,1/28/2019,15:16,Credit card,87.05,4.761904762,4.3525,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.06,232.16,3/5/2019,17:07,Credit card,221.1,4.761904762,11.055,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.31,69.41,3/2/2019,19:26,Cash,66.1,4.761904762,3.305,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.48,94.17,1/11/2019,11:20,Ewallet,89.69,4.761904762,4.4845,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.22,235.68,1/11/2019,16:49,Credit card,224.46,4.761904762,11.223,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.98,125.52,3/11/2019,12:01,Credit card,119.54,4.761904762,5.977,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.20,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,4.761904762,9.32,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,250.6,4.761904762,12.53,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.55,788.51,2/2/2019,18:42,Credit card,750.96,4.761904762,37.548,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.04,399.76,1/1/2019,14:47,Cash,380.72,4.761904762,19.036,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.40,3,12.21,256.41,2/9/2019,19:43,Cash,244.2,4.761904762,12.21,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.49,94.19,1/23/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.54,326.42,1/7/2019,16:11,Credit card,310.88,4.761904762,15.544,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.99,1/14/2019,19:06,Credit card,511.42,4.761904762,25.571,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.95,439.90,2/2/2019,15:34,Ewallet,418.95,4.761904762,20.9475,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.60,369.50,3/17/2019,19:06,Credit card,351.9,4.761904762,17.595,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.44,30.22,3/2/2019,19:44,Credit card,28.78,4.761904762,1.439,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,95,4.761904762,4.75,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.90,8,23.56,494.76,1/6/2019,11:23,Cash,471.2,4.761904762,23.56,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.52,137.00,1/29/2019,14:12,Cash,130.48,4.761904762,6.524,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.32,69.67,1/31/2019,10:46,Credit card,66.35,4.761904762,3.3175,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.77,163.23,2/5/2019,10:16,Ewallet,155.46,4.761904762,7.773,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,129,4.761904762,6.45,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.19,276.95,2/7/2019,13:05,Credit card,263.76,4.761904762,13.188,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.78,709.32,3/19/2019,13:25,Ewallet,675.54,4.761904762,33.777,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,65.8,4.761904762,3.29,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.30,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,4.761904762,7.66,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,222.4,4.761904762,11.12,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.72,57.17,2/26/2019,19:24,Ewallet,54.45,4.761904762,2.7225,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.40,7,34.44,723.24,3/12/2019,12:43,Credit card,688.8,4.761904762,34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.09,148.97,3/14/2019,17:22,Credit card,141.88,4.761904762,7.094,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.60,10,37.30,783.30,1/8/2019,20:55,Cash,746,4.761904762,37.3,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.15,297.11,1/5/2019,16:05,Credit card,282.96,4.761904762,14.148,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,4.761904762,17.77,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.86,354.01,3/6/2019,18:13,Ewallet,337.15,4.761904762,16.8575,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.11,44.35,1/3/2019,19:17,Cash,42.24,4.761904762,2.112,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.69,203.55,1/7/2019,11:44,Credit card,193.86,4.761904762,9.693,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.20,25.26,1/27/2019,15:51,Cash,24.06,4.761904762,1.203,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.91,628.17,2/26/2019,16:52,Ewallet,598.26,4.761904762,29.913,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,352.58,1/7/2019,20:52,Cash,335.79,4.761904762,16.7895,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,218.2,4.761904762,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.08,400.76,2/2/2019,13:23,Ewallet,381.68,4.761904762,19.084,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.50,745.40,3/20/2019,16:28,Cash,709.9,4.761904762,35.495,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.761904762,22.01,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.98,587.66,2/15/2019,17:01,Credit card,559.68,4.761904762,27.984,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.00,1,1.85,38.85,3/6/2019,13:29,Credit card,37,4.761904762,1.85,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.77,16.11,1/6/2019,11:09,Cash,15.34,4.761904762,0.767,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.95,628.93,3/4/2019,15:02,Ewallet,598.98,4.761904762,29.949,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.53,200.21,3/12/2019,14:21,Cash,190.68,4.761904762,9.534,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,333.4,4.761904762,16.67,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.74,78.60,3/24/2019,14:49,Cash,74.86,4.761904762,3.743,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.69,224.44,1/31/2019,12:02,Cash,213.75,4.761904762,10.6875,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.98,356.55,1/25/2019,13:30,Credit card,339.57,4.761904762,16.9785,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.21,697.37,2/3/2019,14:38,Cash,664.16,4.761904762,33.208,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.30,10,20.15,423.15,1/24/2019,17:37,Credit card,403,4.761904762,20.15,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.75,204.70,3/14/2019,17:20,Ewallet,194.95,4.761904762,9.7475,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.12,65.60,2/18/2019,20:29,Cash,62.48,4.761904762,3.124,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.64,76.36,1/21/2019,10:00,Cash,72.72,4.761904762,3.636,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.06,190.16,3/13/2019,11:46,Ewallet,181.1,4.761904762,9.055,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,259.6,4.761904762,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.77,121.13,3/29/2019,14:44,Cash,115.36,4.761904762,5.768,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.51,493.79,1/10/2019,14:16,Ewallet,470.28,4.761904762,23.514,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.00,252.04,1/25/2019,15:54,Cash,240.04,4.761904762,12.002,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.43,93.04,1/19/2019,10:21,Cash,88.61,4.761904762,4.4305,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.98,209.62,1/2/2019,18:09,Credit card,199.64,4.761904762,9.982,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.95,40.96,3/12/2019,16:46,Credit card,39.01,4.761904762,1.9505,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.43,51.04,2/25/2019,15:31,Cash,48.61,4.761904762,2.4305,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.24,215.00,3/18/2019,17:15,Credit card,204.76,4.761904762,10.238,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.98,125.66,2/23/2019,12:29,Cash,119.68,4.761904762,5.984,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.20,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.08,295.69,3/30/2019,13:22,Cash,281.61,4.761904762,14.0805,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.52,745.84,2/17/2019,17:09,Cash,710.32,4.761904762,35.516,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.97,83.41,3/21/2019,10:40,Ewallet,79.44,4.761904762,3.972,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.19,172.01,3/5/2019,17:43,Cash,163.82,4.761904762,8.191,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.98,503.56,1/31/2019,14:04,Cash,479.58,4.761904762,23.979,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.93,145.59,2/5/2019,19:05,Ewallet,138.66,4.761904762,6.933,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.56,74.71,2/1/2019,10:08,Credit card,71.15,4.761904762,3.5575,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,7.00,146.95,3/7/2019,13:12,Cash,139.95,4.761904762,6.9975,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.07,820.37,2/10/2019,20:51,Cash,781.3,4.761904762,39.065,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.94,208.68,2/14/2019,17:29,Cash,198.74,4.761904762,9.937,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.16,66.40,2/9/2019,10:25,Cash,63.24,4.761904762,3.162,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.70,392.65,1/10/2019,11:34,Cash,373.95,4.761904762,18.6975,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.38,218.07,3/11/2019,18:58,Credit card,207.69,4.761904762,10.3845,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.81,185.09,2/18/2019,16:28,Ewallet,176.28,4.761904762,8.814,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.32,216.69,2/26/2019,20:26,Cash,206.37,4.761904762,10.3185,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.97,41.39,1/18/2019,15:08,Cash,39.42,4.761904762,1.971,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.58,96.14,2/15/2019,18:03,Ewallet,91.56,4.761904762,4.578,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.44,324.29,3/8/2019,13:21,Cash,308.85,4.761904762,15.4425,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,1/17/2019,12:48,Credit card,129.12,4.761904762,6.456,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.55,410.51,3/12/2019,19:53,Ewallet,390.96,4.761904762,19.548,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.95,523.85,3/9/2019,19:09,Cash,498.9,4.761904762,24.945,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.85,395.89,3/12/2019,16:30,Cash,377.04,4.761904762,18.852,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.23,214.75,1/25/2019,10:11,Credit card,204.52,4.761904762,10.226,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.27,152.71,3/25/2019,13:07,Cash,145.44,4.761904762,7.272,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.91,208.09,2/7/2019,18:48,Cash,198.18,4.761904762,9.909,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.90,3,4.94,103.64,2/17/2019,17:27,Credit card,98.7,4.761904762,4.935,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.26,404.36,2/3/2019,15:59,Cash,385.1,4.761904762,19.255,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.35,49.31,3/14/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.70,5,3.68,77.18,3/24/2019,13:48,Ewallet,73.5,4.761904762,3.675,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.11,149.36,3/21/2019,10:17,Credit card,142.25,4.761904762,7.1125,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.40,9,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,4.761904762,34.38,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.39,365.09,2/24/2019,13:02,Cash,347.7,4.761904762,17.385,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.15,150.10,3/28/2019,12:58,Credit card,142.95,4.761904762,7.1475,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.27,404.65,2/5/2019,15:26,Credit card,385.38,4.761904762,19.269,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.21,151.48,2/10/2019,18:23,Credit card,144.27,4.761904762,7.2135,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.59,411.38,3/5/2019,19:06,Ewallet,391.79,4.761904762,19.5895,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.90,7,26.92,565.22,2/15/2019,20:21,Cash,538.3,4.761904762,26.915,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.26,509.41,1/30/2019,16:24,Ewallet,485.15,4.761904762,24.2575,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.70,140.65,2/14/2019,15:04,Cash,133.95,4.761904762,6.6975,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.07,736.44,2/27/2019,16:10,Ewallet,701.37,4.761904762,35.0685,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.60,75.55,2/4/2019,12:14,Cash,71.95,4.761904762,3.5975,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.70,749.70,1/20/2019,10:13,Cash,714,4.761904762,35.7,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.11,191.25,3/28/2019,17:38,Cash,182.14,4.761904762,9.107,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.50,10,6.75,141.75,2/27/2019,11:06,Credit card,135,4.761904762,6.75,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.30,10,49.65,1042.65,2/15/2019,14:53,Credit card,993,4.761904762,49.65,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.09,379.92,1/26/2019,18:22,Cash,361.83,4.761904762,18.0915,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.16,402.27,3/14/2019,19:02,Credit card,383.11,4.761904762,19.1555,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.00,9,12.15,255.15,3/2/2019,14:16,Cash,243,4.761904762,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.51,31.75,3/4/2019,15:44,Cash,30.24,4.761904762,1.512,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374.39,1/7/2019,12:20,Credit card,356.56,4.761904762,17.828,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.78,394.28,3/8/2019,20:01,Credit card,375.5,4.761904762,18.775,9.3
